"observationhashkey","observationtimestamp","observationrecsrc","collectedatsession"
"32126cca1e6604770b5830ed9f57b411","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","2128b3fa8fb1870c3b39f5efc81a7e12"
"66467ae7c1300b4556dd138c0941f32c","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","2128b3fa8fb1870c3b39f5efc81a7e12"
"7e4a88c0ba0fc85dde1592e00bb06300","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","2128b3fa8fb1870c3b39f5efc81a7e12"
"f19a61c9fdd82251566bfdaa9cd0238a","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","2128b3fa8fb1870c3b39f5efc81a7e12"
"f48eede6f99226dd16aaeda1661adf42","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","2128b3fa8fb1870c3b39f5efc81a7e12"
"af912f5875bbe0101003fd2494965aed","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","2128b3fa8fb1870c3b39f5efc81a7e12"
"2c16c97a12fd891e76c64d28bc6be183","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","800830d8f3decf2513bc8071ee3d8abd"
"8fc32965e863845cd977f160a718f87a","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","800830d8f3decf2513bc8071ee3d8abd"
"c00cc774a16bb00be28c97251893fda7","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","800830d8f3decf2513bc8071ee3d8abd"
"292d2b5a272c541e404a6bcfd84641d3","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","800830d8f3decf2513bc8071ee3d8abd"
"a902a1b25f7daf24239b48f9a99f4579","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","800830d8f3decf2513bc8071ee3d8abd"
"14db5053789a0ab6e6cb1ad01c436b36","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","800830d8f3decf2513bc8071ee3d8abd"
"2759546117724e71fc2b6fe91b4981f5","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","cbd3052326452eb5d4ceac44947277ff"
"031bc635a431df1a4143fa0bacc3cde6","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","cbd3052326452eb5d4ceac44947277ff"
"f6f2ca1225cf92aa3381c80992a9ff35","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","cbd3052326452eb5d4ceac44947277ff"
"961c8d4e7345f7d291b6f479f75ec572","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","cbd3052326452eb5d4ceac44947277ff"
"1cd807f27edf395a811b1a077cb0a5d4","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","cbd3052326452eb5d4ceac44947277ff"
"9489dfc1f44038e813a74e54f8e6f1dc","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","cbd3052326452eb5d4ceac44947277ff"
"7dae9d566cee2dadf57c07538893e1cb","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","883571bfdfa7104c5587cdc951e55b00"
"a9bd16a1d521ef0619ae9f24593b418d","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","883571bfdfa7104c5587cdc951e55b00"
"1a5b07c7001cabff50e3485f05d64d2f","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","883571bfdfa7104c5587cdc951e55b00"
"9deafcf01c36f64c7d8bcdd2914db346","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","883571bfdfa7104c5587cdc951e55b00"
"4b4e14e4c02f1c0cb86218a0c21f6131","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","883571bfdfa7104c5587cdc951e55b00"
"7cae3ffdd31023de6bebcad3c1ae1b31","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","883571bfdfa7104c5587cdc951e55b00"
"d19d8009d57653674833b6fb47e30199","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","8e438299232db0d7548a2393f807a667"
"6f5cee87a313d33acd4847b11b398a36","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","8e438299232db0d7548a2393f807a667"
"4d2583e6aca989e3819081d33e32ab03","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","8e438299232db0d7548a2393f807a667"
"72480a8241c7bb76f79d4a47c09f0608","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","8e438299232db0d7548a2393f807a667"
"f37162c63f1770cdc478ed694a83034c","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","8e438299232db0d7548a2393f807a667"
"41a274b6ce3bff7dd7515232f645a6f2","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","8e438299232db0d7548a2393f807a667"
"e49957edb042f3ae58900939bd90a97f","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","3f77662d6d204bed0d4250e5d084b66e"
"e68d1d52bf5b6408232ed7a20ca2eb1f","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","3f77662d6d204bed0d4250e5d084b66e"
"a63dc1c9b174cc7476aaf10fde84a245","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","3f77662d6d204bed0d4250e5d084b66e"
"72176fc47f684b2376cc9c6a917de477","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","3f77662d6d204bed0d4250e5d084b66e"
"48253c0714e4a1c57e8ce000e6f065a7","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","3f77662d6d204bed0d4250e5d084b66e"
"9fa2547087bb387002eef4724809b868","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","3f77662d6d204bed0d4250e5d084b66e"
"87ebf1689de46b94e9299ad719a8dd46","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1f838bc7258b0d63eb00a47eec451c60"
"60267cf46be305c4fb4ccc7387156711","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1f838bc7258b0d63eb00a47eec451c60"
"a1256fb4e4a26b056096bfd2ae8b0ec2","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1f838bc7258b0d63eb00a47eec451c60"
"56183cc23e38cce29694491093437504","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1f838bc7258b0d63eb00a47eec451c60"
"a8468787f0ba4377d669d3149aa45a34","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1f838bc7258b0d63eb00a47eec451c60"
"366e47d07268ecb16393eda5f2f83cc1","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1f838bc7258b0d63eb00a47eec451c60"
"cdc384b9fd55606dece14671cce67102","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1052fe6b65d889e7c9849f647b059602"
"384fd4e3ad567458b352e9bed3513811","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1052fe6b65d889e7c9849f647b059602"
"ae6f4946bcd1a60ec741b11cfd5c5302","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1052fe6b65d889e7c9849f647b059602"
"da5a0f4d842f29f4af11864f6e60dcd5","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1052fe6b65d889e7c9849f647b059602"
"b91cccdaefc332c32ee95ce66072161d","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1052fe6b65d889e7c9849f647b059602"
"ec9108fb24f1711ad963d7e9875e46cd","30/11/2022 19:36:32.127085","9dbe3ce34c8750df0a9d8ce0aeab5da3","1052fe6b65d889e7c9849f647b059602"
